platform.name,user.id,task.id,task.monetary_reward_in_dollars,task.assignable_hits_count,task.requester_name,task.estimate_duration_in_seconds,total.labor.event_count,total.labor.duration_in_seconds,working.labor.event_count,working.labor.duration_in_seconds,invisible.labor.event_count,invisible.labor.duration_in_seconds,adjusted.monetary_reward_in_dollars,completed_task
MTURK,1c4a09c264cc784a227191d775b213b,379OL9DBSSEMS2WOZS9IZYF2APG9YT,0.07,5417.0,Will Kuffel,3600,37,630,37,148,0,482,0.08225,1
MTURK,1c4a09c264cc784a227191d775b213b,3FJ2RVH25Z6WRH3H672NQUEXVAL295,0.07,4825.0,Will Kuffel,3600,38,750,38,148,0,602,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,33NKDW9FFXIZQVDH6GX7IA91E4OXCR,0.07,4825.0,Will Kuffel,3600,36,750,36,148,0,602,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,3DQYSJDTYLBENTXV27328Y94ZG1XEK,0.07,4451.0,Will Kuffel,3600,39,780,39,148,0,632,0.08516666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3SX4X51T809O372RLBEKT2SK2XZAOY,0.07,4451.0,Will Kuffel,3600,39,750,39,119,0,631,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,3B0MCRZMBRUDBBKUPU9W8XM5BOVPPA,0.07,4451.0,Will Kuffel,3600,39,750,39,119,0,631,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,3BFNCI9LYKQHYGB7VAI8V8SJ6YX375,0.07,4144.0,Will Kuffel,3600,41,750,41,90,0,660,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,33NOQL7T9OZMJNNJQM5ND9TTWD28ZU,0.07,3489.0,Will Kuffel,3600,47,870,47,150,0,720,0.08691666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3J9UN9O9J3SE1JDCDWPMW0ZLUHDJ0X,0.07,3489.0,Will Kuffel,3600,47,870,47,150,0,720,0.08691666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3V0TR1NRVA2KZES92RZBF4MFL6ZA4O,0.07,3157.0,Will Kuffel,3600,48,870,48,120,0,750,0.08691666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,31KPKEKW4AD8J0F0P4C5YCG8MC40BT,0.07,3157.0,Will Kuffel,3600,48,870,48,120,0,750,0.08691666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3A3KKYU7P3HXAHKI90VZJN06ZGNMW6,0.07,2027.0,Will Kuffel,3600,53,1021,53,150,0,871,0.08985277777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3JHB4BPSFK9DJ0528ISOMCC0BGZQ97,0.07,2444.0,Will Kuffel,3600,49,930,49,150,0,780,0.08808333333333335,1
MTURK,1c4a09c264cc784a227191d775b213b,3BPP3MA3TCKJNZG6OO0EX4EHS7SLEN,0.07,3687.0,Will Kuffel,3600,36,720,36,60,0,660,0.084,1
MTURK,1c4a09c264cc784a227191d775b213b,3W1K7D6QSBH5LLLQTYPX4BJU4JNZBK,0.07,1632.0,Will Kuffel,3600,58,1020,58,120,0,900,0.08983333333333335,1
MTURK,1c4a09c264cc784a227191d775b213b,3ODOP6T3ASKVUBX5PC6W9M3H9I7249,0.07,2027.0,Will Kuffel,3600,48,931,48,120,0,811,0.08810277777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3VMHWJRYHVG6T7XRXIN8QGU4BHHXF3,0.07,2027.0,Will Kuffel,3600,47,901,47,120,0,781,0.08751944444444446,1
MTURK,1c4a09c264cc784a227191d775b213b,3BKZLF990ZZSK1DAGUK4LT5RKPKQYW,0.07,1632.0,Will Kuffel,3600,48,900,48,120,0,780,0.08750000000000001,1
MTURK,1c4a09c264cc784a227191d775b213b,3T5ZXGO9DEOSPRNFCGMNZ0ETQJOZQW,0.07,1632.0,Will Kuffel,3600,47,870,47,120,0,750,0.08691666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3MA5N0ATTCB2KTKFOOIJ4A82ABUKW1,0.07,1632.0,Will Kuffel,3600,48,690,48,120,0,570,0.08341666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3AXFSPQOYQY5YNS2GE87Z7MP0J3FJY,0.07,748.0,Will Kuffel,3600,50,780,50,180,0,600,0.08516666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,39HYCOOPKOLY1BKRS5Q9RZBLS0JMDZ,0.07,416.0,Will Kuffel,3600,50,780,50,180,0,600,0.08516666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3PUOXASB573MXS6TVEB1D5O4GJMZ9C,0.07,416.0,Will Kuffel,3600,48,749,48,180,0,569,0.0845638888888889,1
MTURK,1c4a09c264cc784a227191d775b213b,3LCXHSGDLT66RCBW8XXF9QSCK12SEA,0.07,258.0,Will Kuffel,3600,48,778,48,208,0,570,0.08512777777777779,1
MTURK,1c4a09c264cc784a227191d775b213b,3EQPA8A374WB34J2HQ2E2Z27COYZJ7,0.07,258.0,Will Kuffel,3600,48,750,48,180,0,570,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,3XU80RHWHZG5XPCSTQPK210FTW644A,0.07,145.0,Will Kuffel,3600,45,630,45,180,0,450,0.08225,1
MTURK,1c4a09c264cc784a227191d775b213b,3RQVKZ7ZRKJSDYFORA43CYNR0K1722,0.07,0.0,Will Kuffel,3600,45,750,45,180,0,570,0.08458333333333334,1
MTURK,1c4a09c264cc784a227191d775b213b,3SA4EMRVJV2ANUGA89U6TWLX3GMP06,0.07,0.0,Will Kuffel,3600,43,779,43,180,0,599,0.08514722222222224,1
MTURK,1c4a09c264cc784a227191d775b213b,3W1K7D6QSBH5LLLQTYPX4BJU4JQZBN,0.07,0.0,Will Kuffel,3600,43,779,43,180,0,599,0.08514722222222224,1
MTURK,1c4a09c264cc784a227191d775b213b,3BFNCI9LYKQHYGB7VAI8V8SJ6Y1379,0.07,0.0,Will Kuffel,3600,39,720,39,180,0,540,0.084,1
MTURK,1c4a09c264cc784a227191d775b213b,3X7837UUADY9FUZRFL53519C7K26JO,0.07,0.0,Will Kuffel,3600,41,780,41,180,0,600,0.08516666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,3XU9MCX6VOC2VHZ30O29HFER1WVR2L,0.07,0.0,Will Kuffel,3600,40,690,40,120,0,570,0.08341666666666667,1
MTURK,1c4a09c264cc784a227191d775b213b,37OPIVELUU3EBQG4HYJU9TVJQBOHAK,0.07,0.0,Will Kuffel,3600,40,719,40,120,0,599,0.08398055555555556,1
MTURK,1c4a09c264cc784a227191d775b213b,3ODOP6T3ASKVUBX5PC6W9M3H9IC42G,0.07,0.0,Will Kuffel,3600,43,1049,43,120,0,929,0.09039722222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3QGHA0EA0J01RQGLIB5Q57PCNHNWBV,0.07,0.0,Will Kuffel,3600,41,1053,41,120,0,933,0.090475,1
MTURK,1c4a09c264cc784a227191d775b213b,32TMVRKDGNY6GQZU5TFXJDGKVI248H,0.07,0.0,Will Kuffel,3600,34,968,34,120,0,848,0.08882222222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3EKTG13IZU3HZN8J5MOXACJQ19OLMH,0.07,0.0,Will Kuffel,3600,34,907,34,60,0,847,0.08763611111111112,1
MTURK,1c4a09c264cc784a227191d775b213b,3XABXM4AJ15D5VMS3QMAMGHPRAMQ8N,0.07,0.0,Will Kuffel,3600,36,872,36,60,0,812,0.08695555555555556,1
MTURK,1c4a09c264cc784a227191d775b213b,3MWOYZD5WVOVNQWGUFJPF8CK143ON1,0.07,0.0,Will Kuffel,3600,36,904,36,60,0,844,0.08757777777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3HXK2V1N4KFB6RQPKD8XIB0KZNLG2F,0.07,0.0,Will Kuffel,3600,28,787,28,60,0,727,0.08530277777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3BPP3MA3TCKJNZG6OO0EX4EHS7WLER,0.07,0.0,Will Kuffel,3600,32,1624,32,60,0,1564,0.1015777777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3FCO4VKOZ4DK8ER4KUZ4EZWGXNT7E6,0.07,0.0,Will Kuffel,3600,30,1652,30,60,0,1592,0.10212222222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3WKGUBL7SZM1VXJDZIO1OI2QFI3L4M,0.07,0.0,Will Kuffel,3600,30,1652,30,60,0,1592,0.10212222222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3CRWSLD91K4P58BGIE4P2TNKWETMOZ,0.07,0.0,Will Kuffel,3600,28,1650,28,60,0,1590,0.10208333333333333,1
MTURK,1c4a09c264cc784a227191d775b213b,3KA7IJSNW65B7HJK6PRVDDHGUKMPBV,0.07,0.0,Will Kuffel,3600,28,1590,28,0,0,1590,0.10091666666666668,1
MTURK,1c4a09c264cc784a227191d775b213b,3X0EMNLXEPPQGVHQB6IVEPBNXC1VP6,0.07,0.0,Will Kuffel,3600,27,1561,27,0,0,1561,0.10035277777777779,1
MTURK,1c4a09c264cc784a227191d775b213b,3D5G8J4N5A4O8NAXSNRFJZCKMFNTVA,0.07,0.0,Will Kuffel,3600,25,1531,25,0,0,1531,0.09976944444444445,1
MTURK,1c4a09c264cc784a227191d775b213b,3L55D8AUFAXY15SPH8TRO1VHLCBCYI,1.0,1.0,Kyle McDonald,360,46,111,26,95,20,16,1.3083333333333333,0
MTURK,1c4a09c264cc784a227191d775b213b,388FBO7JZR23A5JMGNDR3FF5A4EYN0,0.05,0.0,AWS HubSpot Turk Account,1800,49,90,12,21,37,69,0.052500000000000005,0
MTURK,1c4a09c264cc784a227191d775b213b,3ODOP6T3ARJZWEABM6VAWWWLU2W24Z,0.1,0.0,Panos Ipeirotis,3600,27,90,2,0,25,90,0.10250000000000001,1
MTURK,1c4a09c264cc784a227191d775b213b,3TL87MO8CNQOSMD40HJBMGUQ0UDLFW,0.75,0.0,Survey Research,3600,7,870,3,22,4,848,0.93125,1
MTURK,1c4a09c264cc784a227191d775b213b,34F34TZU7X0YW2DS91SRMIN9N13J28,0.75,0.0,Survey Research,3600,6,840,3,3,3,837,0.925,1
MTURK,1c4a09c264cc784a227191d775b213b,3M67TQBQQH8RBDXSDUKECC6FP449AU,0.08,6959.0,Indeed AggOps,360,336,301,212,78,124,223,0.1468888888888889,0
MTURK,1c4a09c264cc784a227191d775b213b,3UQVX1UPFS1KAGEB0J86DJMOACI022,0.08,6957.0,Indeed AggOps,360,380,330,239,86,141,244,0.15333333333333332,0
MTURK,1c4a09c264cc784a227191d775b213b,3O4VWC1GEWQGX4BGQRWHEY6CFZO3JN,0.08,5503.0,Indeed AggOps,360,285,270,168,64,117,206,0.14,0
MTURK,1c4a09c264cc784a227191d775b213b,3Z33IC0JC06B310QOPBA8ZKSAE59VV,0.08,7931.0,Indeed AggOps,360,439,330,294,92,145,238,0.15333333333333332,0
MTURK,1c4a09c264cc784a227191d775b213b,3DA79LNS59FAB77L2LALG4TLD1F3TS,0.08,7931.0,Indeed AggOps,360,439,330,294,92,145,238,0.15333333333333332,0
MTURK,1c4a09c264cc784a227191d775b213b,3TLFH2L6Y98LQPB2YLWGXUOT7NET26,0.08,6957.0,Indeed AggOps,360,367,300,236,84,131,216,0.14666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3IVKZBIBJ0TOQF15S6UXATY9UNJHSO,0.08,6957.0,Indeed AggOps,360,367,300,236,84,131,216,0.14666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3MNJFORX8BO36HCOLKTPEXC40OYF5M,0.08,5503.0,Indeed AggOps,360,265,210,164,60,101,150,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,3511RHPADVYEBWKI429QCBMKP28LRA,0.08,5503.0,Indeed AggOps,360,266,211,165,60,101,151,0.12688888888888888,0
MTURK,1c4a09c264cc784a227191d775b213b,3DFYDSXB2WK0WYOZ5BSI17WCSC8JUB,0.08,5044.0,Indeed AggOps,360,152,121,95,44,57,77,0.1068888888888889,0
MTURK,1c4a09c264cc784a227191d775b213b,3IZPORCT1FTCP01SDHUSKJTD8L0HR0,0.08,5503.0,Indeed AggOps,360,214,181,131,53,83,128,0.12022222222222223,0
MTURK,1c4a09c264cc784a227191d775b213b,3JVP4ZJHDPCOL1SDPMTY0ZT5Z8FI0V,0.08,5044.0,Indeed AggOps,360,145,91,94,35,51,56,0.10022222222222223,0
MTURK,1c4a09c264cc784a227191d775b213b,3QE4DGPGBRVROY4JIZGXRQ621734G5,0.08,10173.0,Indeed AggOps,360,530,359,354,97,176,262,0.1597777777777778,0
MTURK,1c4a09c264cc784a227191d775b213b,3BPP3MA3TC4P2SFDIWPQD4N1ADILEX,0.08,10173.0,Indeed AggOps,360,530,359,354,97,176,262,0.1597777777777778,0
MTURK,1c4a09c264cc784a227191d775b213b,3GS542CVJV7U57LBIYTX41QTXQ359K,0.08,10173.0,Indeed AggOps,360,530,359,354,97,176,262,0.1597777777777778,0
MTURK,1c4a09c264cc784a227191d775b213b,338431Z1FLZMHHNFHUPI4SQEK7FROZ,0.08,11217.0,Indeed AggOps,360,244,149,144,34,100,115,0.1131111111111111,0
MTURK,1c4a09c264cc784a227191d775b213b,3B623HUYJ4AVX40CP20RXG5AR4T8S0,0.08,11217.0,Indeed AggOps,360,244,149,144,34,100,115,0.1131111111111111,0
MTURK,1c4a09c264cc784a227191d775b213b,3DFYDSXB2WK0WYOZ5BSI17WCSC9UJN,0.08,11150.0,Indeed AggOps,360,167,120,105,30,62,90,0.10666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3U74KRR67M5HFB0VK4U0PIRRII6TNY,0.08,11150.0,Indeed AggOps,360,167,120,105,30,62,90,0.10666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,30P8I9JKOI5S2EYELZYTWJFQOIMV5Q,0.08,10173.0,Indeed AggOps,360,102,66,70,16,32,50,0.09466666666666668,1
MTURK,1c4a09c264cc784a227191d775b213b,3TD33TP5DLMAZ6CPBEYA3I15D49BA8,0.08,12083.0,Indeed AggOps,360,149,92,85,32,64,60,0.10044444444444445,0
MTURK,1c4a09c264cc784a227191d775b213b,3HO4MYYR128O839SLSYTS3R766PU6H,0.08,12041.0,Indeed AggOps,360,174,120,103,46,71,74,0.10666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3UZUVSO3P7F98AXYI8Q5DH2QAIBEMV,0.08,11844.0,Indeed AggOps,360,224,150,133,54,91,96,0.11333333333333334,0
MTURK,1c4a09c264cc784a227191d775b213b,3NKW03WTLMRUAPHHV1RSGWTVRNCWQF,0.08,11539.0,Indeed AggOps,360,305,210,170,62,135,148,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,360ZO6N6J13SDE6HAXAJL31FJLV9MG,0.08,11844.0,Indeed AggOps,360,223,150,132,54,91,96,0.11333333333333334,0
MTURK,1c4a09c264cc784a227191d775b213b,3ROUCZ907FEJK4VZP28EAXL99KVOON,0.08,12041.0,Indeed AggOps,360,164,91,100,26,64,65,0.10022222222222223,0
MTURK,1c4a09c264cc784a227191d775b213b,3RSBJ6YZECAPERI6QZPON3CVHJ4FOS,0.08,12083.0,Indeed AggOps,360,137,63,80,12,57,51,0.094,0
MTURK,1c4a09c264cc784a227191d775b213b,32LAQ1JNT99UA1K4H56M3DJLQE0UTS,0.08,12041.0,Indeed AggOps,360,164,91,100,26,64,65,0.10022222222222223,0
MTURK,1c4a09c264cc784a227191d775b213b,3OYHVNTV5TI0UDAKRAGL3G40PFMOK4,0.08,10569.0,Indeed AggOps,360,216,209,118,131,98,78,0.12644444444444444,1
MTURK,1c4a09c264cc784a227191d775b213b,3FK4G712NXKDGOFL306WE75B3Y2SSM,0.08,10569.0,Indeed AggOps,360,216,209,118,131,98,78,0.12644444444444444,1
MTURK,1c4a09c264cc784a227191d775b213b,3SMIWMMK61PM2IOYCABXQXQKU8JUWJ,0.08,10796.0,Indeed AggOps,360,167,179,89,128,78,51,0.11977777777777779,1
MTURK,1c4a09c264cc784a227191d775b213b,31KPKEKW4AXEYTE7JC1HECPS4IY0B7,0.08,11395.0,Indeed AggOps,360,93,89,44,91,49,-2,0.09977777777777778,1
MTURK,1c4a09c264cc784a227191d775b213b,3AQN9REUTF04AL8C5G3W1U7CJGPDYS,0.08,10569.0,Indeed AggOps,360,214,209,116,131,98,78,0.12644444444444444,1
MTURK,1c4a09c264cc784a227191d775b213b,3X0EMNLXEP9WVOGX5E77UPK7FIPVPE,0.08,11395.0,Indeed AggOps,360,80,59,41,119,39,-60,0.09311111111111112,1
MTURK,1c4a09c264cc784a227191d775b213b,3T8DUCXY0NQWQ9W1JUBV7HW7DTS9TI,0.08,10796.0,Indeed AggOps,360,84,119,50,37,34,82,0.10644444444444445,1
MTURK,1c4a09c264cc784a227191d775b213b,3N2YPY1GI6ISYXR7W0RW0DL31BNVET,0.08,10282.0,Indeed AggOps,360,247,210,153,65,94,145,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,3X55NP42EO0CJFEEL411BUSOOYX3PQ,0.08,10111.0,Indeed AggOps,360,216,180,134,56,82,124,0.12,0
MTURK,1c4a09c264cc784a227191d775b213b,3QGHA0EA0JK76JFSCJU2L7YW5NCWB4,0.08,10111.0,Indeed AggOps,360,216,180,134,56,82,124,0.12,0
MTURK,1c4a09c264cc784a227191d775b213b,3D4BBDG7ZHGTPQ5AGZFVRUTHPFJ3CD,0.08,9241.0,Indeed AggOps,360,144,151,85,78,59,73,0.11355555555555555,0
MTURK,1c4a09c264cc784a227191d775b213b,3UAU495MIICEX9FWLOKN93DYR6LUO8,0.08,9241.0,Indeed AggOps,360,142,151,83,78,59,73,0.11355555555555555,0
MTURK,1c4a09c264cc784a227191d775b213b,3ZZAYRN1I6BZXW07LJUD47RW8SEOTB,0.08,9241.0,Indeed AggOps,360,199,180,127,90,72,90,0.12,0
MTURK,1c4a09c264cc784a227191d775b213b,3TRB893CSJUO7LM2KXE4U2QCS9WG74,0.08,9112.0,Indeed AggOps,360,233,211,144,116,89,95,0.12688888888888888,1
MTURK,1c4a09c264cc784a227191d775b213b,3BA7SXOG1JAJWP0ZAD0M760E52DR8Y,0.08,9241.0,Indeed AggOps,360,199,180,131,112,68,68,0.12,1
MTURK,1c4a09c264cc784a227191d775b213b,3LVTFB9DE52YD3RHGWNAUT77XZPQGD,0.08,7225.0,Indeed AggOps,360,385,360,231,149,154,211,0.16,0
MTURK,1c4a09c264cc784a227191d775b213b,3V0TR1NRVAMQE7RGWZONV4VZ3CU4AX,0.08,7225.0,Indeed AggOps,360,385,360,231,149,154,211,0.16,0
MTURK,1c4a09c264cc784a227191d775b213b,391FPZIE4C645ST9HBPXPUGXFK8HU8,0.08,7553.0,Indeed AggOps,360,348,330,211,138,137,192,0.15333333333333332,0
MTURK,1c4a09c264cc784a227191d775b213b,31J7RYECZLAQIRL168UB6K47L4JL1J,0.08,7074.0,Indeed AggOps,360,425,390,260,156,165,234,0.16666666666666669,0
MTURK,1c4a09c264cc784a227191d775b213b,3QHITW7OYOTX3CEEUWV0Y7W4Z4CAQL,0.08,7698.0,Indeed AggOps,360,308,271,186,97,122,174,0.14022222222222222,0
MTURK,1c4a09c264cc784a227191d775b213b,3TFJJUELSH94489RCZ1Q8KOPJ1JC2B,0.08,8226.0,Indeed AggOps,360,216,178,131,58,85,120,0.11955555555555555,1
MTURK,1c4a09c264cc784a227191d775b213b,3INZSNUD80AP9K04X4BG2DELA75D94,0.08,8019.0,Indeed AggOps,360,277,240,166,86,111,154,0.13333333333333333,0
MTURK,1c4a09c264cc784a227191d775b213b,3VP28W7DUN41DVWDS80531JZ1NAFZX,0.08,8226.0,Indeed AggOps,360,215,178,130,58,85,120,0.11955555555555555,1
MTURK,1c4a09c264cc784a227191d775b213b,32LAQ1JNT99UA1K4H56M3DJLQE1TUS,0.08,7074.0,Indeed AggOps,360,417,358,256,125,161,233,0.15955555555555556,0
MTURK,1c4a09c264cc784a227191d775b213b,3FO95NVK5CK1F9F8OB6ROX0FHWMSR1,0.08,7074.0,Indeed AggOps,360,208,180,132,161,76,19,0.12,0
MTURK,1c4a09c264cc784a227191d775b213b,39O6Z4JLX2H14XIOR5HOO26AHH1VX5,0.08,6745.0,Indeed AggOps,360,227,209,139,161,88,48,0.12644444444444444,0
MTURK,1c4a09c264cc784a227191d775b213b,3KQC8JMJGCCK6YGQ2RTW2LQX27Q3HO,0.08,6554.0,Indeed AggOps,360,215,208,136,180,79,28,0.12622222222222224,0
MTURK,1c4a09c264cc784a227191d775b213b,3X55NP42EO0CJFEEL411BUSOOYZ3PS,0.08,6038.0,Indeed AggOps,360,218,236,136,180,82,56,0.13244444444444445,0
MTURK,1c4a09c264cc784a227191d775b213b,3X7837UUADIFUNYY9TUFL1IWPQW6J2,0.08,7225.0,Indeed AggOps,360,142,115,87,173,55,-58,0.10555555555555556,0
MTURK,1c4a09c264cc784a227191d775b213b,3UEDKCTP9VAT97ILAOZJSUI5ZQF7K0,0.08,6038.0,Indeed AggOps,360,247,265,146,185,101,80,0.1388888888888889,0
MTURK,1c4a09c264cc784a227191d775b213b,3YOAVL4CA01RFFZO8R4MCXM8CX34Z0,0.08,3776.0,Indeed AggOps,360,450,390,277,82,173,308,0.16666666666666669,0
MTURK,1c4a09c264cc784a227191d775b213b,3L84EBDQ37MH4MP5TIOSWZNR5AGKKK,0.08,4086.0,Indeed AggOps,360,432,327,266,82,166,245,0.15266666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3ZURAPD28874IZB5KXRDB7ZNO801FX,0.08,4316.0,Indeed AggOps,360,327,268,192,59,135,209,0.13955555555555554,0
MTURK,1c4a09c264cc784a227191d775b213b,3LCXHSGDLTQC65A325MRPQ1W27YESC,0.08,4316.0,Indeed AggOps,360,327,268,192,59,135,209,0.13955555555555554,0
MTURK,1c4a09c264cc784a227191d775b213b,302OLP89DZRT9B4VPEU5E27NVPECAL,0.08,4678.0,Indeed AggOps,360,258,237,152,47,106,190,0.13266666666666665,1
MTURK,1c4a09c264cc784a227191d775b213b,374UMBUHN59YO734VELM97XFJEYTCM,0.08,5083.0,Indeed AggOps,360,234,208,143,39,91,169,0.12622222222222224,1
MTURK,1c4a09c264cc784a227191d775b213b,3VQTAXTYN35UEFQNHJF13JDZK75UB7,0.08,5557.0,Indeed AggOps,360,158,147,97,23,61,124,0.11266666666666666,1
MTURK,1c4a09c264cc784a227191d775b213b,3ZRKL6Z1E8NAQJ6U80CFPTM8FNDSG7,0.08,4086.0,Indeed AggOps,360,325,240,195,96,130,144,0.13333333333333333,0
MTURK,1c4a09c264cc784a227191d775b213b,3THR0FZ95PDBEJS2CASMIGHFEFVOLB,0.08,4316.0,Indeed AggOps,360,274,210,161,81,113,129,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,3KLL7H3EGDL4I7I9M1Z2LGIGTRKHV0,0.08,4316.0,Indeed AggOps,360,274,210,161,81,113,129,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,3S829FDFT2LFAGI20KHUIG03HATXD4,0.08,5083.0,Indeed AggOps,360,57,61,31,14,26,47,0.09355555555555556,1
MTURK,1c4a09c264cc784a227191d775b213b,3GS542CVJV7U57LBIYTX41QTXRB95Y,0.08,3409.0,Indeed AggOps,360,338,270,198,122,140,148,0.14,0
MTURK,1c4a09c264cc784a227191d775b213b,3CZH926SICYT4K8SC4Q9RNLQOSW4EY,0.08,4086.0,Indeed AggOps,360,293,210,179,116,114,94,0.12666666666666668,0
MTURK,1c4a09c264cc784a227191d775b213b,3KL228NDNZ769B7ZMBF5OZEK9HIKG2,11.75,0.0,Samantha Chiu,4500,675,541,361,158,314,383,13.162611111111111,0
MTURK,1c4a09c264cc784a227191d775b213b,3UEDKCTP9VAT97ILAOZJSUI5ZRJK7J,0.08,3409.0,Indeed AggOps,360,85,59,46,16,39,43,0.09311111111111112,0
MTURK,1c4a09c264cc784a227191d775b213b,3MIVREZQVHI3FPN06N8PSLZ04HAQKM,0.08,2706.0,Indeed AggOps,360,157,119,92,39,65,80,0.10644444444444445,0
MTURK,1c4a09c264cc784a227191d775b213b,3DIIW4IV8PF5KPAE8NG0C2JIGL4I4M,0.08,2706.0,Indeed AggOps,360,157,119,92,39,65,80,0.10644444444444445,0
MTURK,1c4a09c264cc784a227191d775b213b,3OLZC0DJ8JZ4E2TTSJHNLSJVT4YIVT,0.08,2369.0,Indeed AggOps,360,256,179,152,52,104,127,0.11977777777777779,0
MTURK,1c4a09c264cc784a227191d775b213b,3QGTX7BCHPM9BY3OMWNWHPSMCU05ZA,0.08,1704.0,Indeed AggOps,360,327,239,178,64,149,175,0.13311111111111112,0
MTURK,1c4a09c264cc784a227191d775b213b,35F6NGNVM83SCQ884XDBTL51I4A7TC,0.08,1704.0,Indeed AggOps,360,395,270,211,74,184,196,0.14,0
MTURK,1c4a09c264cc784a227191d775b213b,3EKTG13IZUNNEG7QZUD9QCSAJGKML0,0.08,0.0,Indeed AggOps,360,344,361,193,94,151,267,0.1602222222222222,0
MTURK,1c4a09c264cc784a227191d775b213b,33EEIIWHK7RHV0HC5RMWUUAHKFJVQF,0.08,0.0,Indeed AggOps,360,258,274,135,73,123,201,0.1408888888888889,1
MTURK,1c4a09c264cc784a227191d775b213b,3VQTAXTYN35UEFQNHJF13JDZK89BUU,0.08,0.0,Indeed AggOps,360,221,210,114,45,107,165,0.12666666666666668,1
MTURK,1c4a09c264cc784a227191d775b213b,3T2HW4QDUVRF4SUQX8G5I7W3P80C9C,0.08,18.0,Indeed AggOps,360,185,182,100,37,85,145,0.12044444444444445,1
MTURK,1c4a09c264cc784a227191d775b213b,36D1BWBEHNLHDULIPOV4BGT1DGTM2B,0.08,18.0,Indeed AggOps,360,148,122,81,31,67,91,0.10711111111111112,1
MTURK,1c4a09c264cc784a227191d775b213b,3FDWKV9VCN3CXWNH4A7XGMV3UBOUMN,0.03,0.0,p9r,2700,25,29,17,13,8,16,0.030322222222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3JYPJ2TAYI9TZHN4114QBQOVPTKPFF,0.03,0.0,p9r,2700,25,29,17,13,8,16,0.030322222222222223,1
MTURK,1c4a09c264cc784a227191d775b213b,3RKHNXPHGWXH78NEJYUH193Z56TUKI,0.03,2.0,p9r,2700,108,88,68,21,40,67,0.030977777777777778,0
MTURK,1c4a09c264cc784a227191d775b213b,3LOJFQ4BOXGVQ6CSX34SR9ZBJ6YKDY,0.03,2.0,p9r,2700,108,88,68,21,40,67,0.030977777777777778,0
MTURK,1c4a09c264cc784a227191d775b213b,3J5XXLQDHMCBOP473ICNG9OG8RGV3X,0.1,1.0,p9r,2700,20,90,3,36,17,54,0.10333333333333333,1
MTURK,1c4a09c264cc784a227191d775b213b,3UY4PIS8QRM26HHJENCDIZF6O40N1G,0.1,0.0,p9r,2700,20,90,3,6,17,84,0.10333333333333333,1
MTURK,1c4a09c264cc784a227191d775b213b,3ZXNP4Z39RMQT3T0RQD76H2UMV0L79,0.1,0.0,p9r,2700,36,180,11,101,25,79,0.10666666666666667,0
MTURK,1c4a09c264cc784a227191d775b213b,3BA7SXOG1JR5WFTW6F296T7O37VR8S,0.06,0.0,p9r,2700,79,120,33,21,46,99,0.06266666666666666,0
MTURK,1c4a09c264cc784a227191d775b213b,36MUZ9VAE63S46KI1HTPTEM6Z93ED9,0.06,0.0,p9r,1500,45,29,24,10,21,19,0.06116,0
MTURK,1c4a09c264cc784a227191d775b213b,3BFNCI9LYKR9DZ3BLK97AV8DM9A73I,0.02,20.0,p9r,1500,265,331,54,50,211,281,0.024413333333333335,0
